username,entry_id,slug,name,rewatched,rating,liked,reviewed,date,page_url,page_no
sverlaan,1239648690,about-time,About Time,True,4.5,True,False,2026-03-13T00:00:00.000000Z,https://letterboxd.com/sverlaan/films/diary/page/1/,1
sverlaan,1236169076,ferris-buellers-day-off,Ferris Bueller's Day Off,False,4.0,True,True,2026-03-09T00:00:00.000000Z,https://letterboxd.com/sverlaan/films/diary/page/1/,1
sverlaan,1232114071,lawrence-of-arabia,Lawrence of Arabia,False,4.5,True,True,2026-03-08T00:00:00.000000Z,https://letterboxd.com/sverlaan/films/diary/page/1/,1
sverlaan,1232089830,a-clockwork-orange,A Clockwork Orange,False,3.5,False,False,2026-03-07T00:00:00.000000Z,https://letterboxd.com/sverlaan/films/diary/page/1/,1
sverlaan,1231390344,tropic-thunder,Tropic Thunder,False,3.0,False,False,2026-03-02T00:00:00.000000Z,https://letterboxd.com/sverlaan/films/diary/page/1/,1
sverlaan,1223398765,train-dreams,Train Dreams,False,4.5,True,False,2026-03-01T00:00:00.000000Z,https://letterboxd.com/sverlaan/films/diary/page/1/,1
sverlaan,1222312025,beautiful-boy-2018,Beautiful Boy,False,4.5,True,False,2026-02-28T00:00:00.000000Z,https://letterboxd.com/sverlaan/films/diary/page/1/,1
sverlaan,1221821540,marty-supreme,Marty Supreme,True,5.0,True,False,2026-02-25T00:00:00.000000Z,https://letterboxd.com/sverlaan/films/diary/page/1/,1
sverlaan,1210281082,the-big-short,The Big Short,True,3.5,False,False,2026-02-19T00:00:00.000000Z,https://letterboxd.com/sverlaan/films/diary/page/1/,1
sverlaan,1209748305,the-elephant-man,The Elephant Man,False,3.5,False,False,2026-02-17T00:00:00.000000Z,https://letterboxd.com/sverlaan/films/diary/page/1/,1
sverlaan,1204614092,eternal-sunshine-of-the-spotless-mind,Eternal Sunshine of the Spotless Mind,True,5.0,True,True,2026-02-15T00:00:00.000000Z,https://letterboxd.com/sverlaan/films/diary/page/1/,1
sverlaan,1201697396,marty-supreme,Marty Supreme,False,5.0,True,True,2026-02-13T00:00:00.000000Z,https://letterboxd.com/sverlaan/films/diary/page/1/,1
sverlaan,1194888316,the-shining,The Shining,True,3.5,False,False,2026-02-07T00:00:00.000000Z,https://letterboxd.com/sverlaan/films/diary/page/1/,1
sverlaan,1193297868,no-other-choice-2025,No Other Choice,False,5.0,True,True,2026-02-06T00:00:00.000000Z,https://letterboxd.com/sverlaan/films/diary/page/1/,1
sverlaan,1185798716,hamnet,Hamnet,False,3.0,False,True,2026-02-01T00:00:00.000000Z,https://letterboxd.com/sverlaan/films/diary/page/1/,1
sverlaan,1185797151,happy-feet,Happy Feet,False,3.5,False,True,2026-01-29T00:00:00.000000Z,https://letterboxd.com/sverlaan/films/diary/page/1/,1
sverlaan,1181205946,the-snowman,The Snowman,False,3.5,False,False,2026-01-29T00:00:00.000000Z,https://letterboxd.com/sverlaan/films/diary/page/1/,1
sverlaan,1174963913,i-tonya,"I, Tonya",False,3.5,False,False,2026-01-24T00:00:00.000000Z,https://letterboxd.com/sverlaan/films/diary/page/1/,1
sverlaan,1167479551,eddington,Eddington,True,4.0,True,False,2026-01-19T00:00:00.000000Z,https://letterboxd.com/sverlaan/films/diary/page/1/,1
sverlaan,1159211976,it-was-just-an-accident,It Was Just an Accident,False,4.5,True,False,2026-01-15T00:00:00.000000Z,https://letterboxd.com/sverlaan/films/diary/page/1/,1
sverlaan,1155063127,people-we-meet-on-vacation,People We Meet on Vacation,False,4.0,True,True,2026-01-12T00:00:00.000000Z,https://letterboxd.com/sverlaan/films/diary/page/1/,1
sverlaan,1147716793,beast-2021-2,Beast,False,4.0,False,False,2026-01-08T00:00:00.000000Z,https://letterboxd.com/sverlaan/films/diary/page/1/,1
sverlaan,1147716458,puparia,Puparia,False,4.0,True,True,2026-01-08T00:00:00.000000Z,https://letterboxd.com/sverlaan/films/diary/page/1/,1
sverlaan,1144458800,sinners-2025,Sinners,False,4.0,True,False,2026-01-06T00:00:00.000000Z,https://letterboxd.com/sverlaan/films/diary/page/1/,1
sverlaan,1144213207,anastasia-1997,Anastasia,False,3.0,False,False,2026-01-06T00:00:00.000000Z,https://letterboxd.com/sverlaan/films/diary/page/1/,1
sverlaan,1144054488,sentimental-value-2025,Sentimental Value,False,4.5,True,False,2026-01-04T00:00:00.000000Z,https://letterboxd.com/sverlaan/films/diary/page/1/,1
sverlaan,1137959252,little-women-2019,Little Women,True,5.0,True,True,2026-01-03T00:00:00.000000Z,https://letterboxd.com/sverlaan/films/diary/page/1/,1
sverlaan,1132898503,frozen-2013,Frozen,False,4.0,True,True,2026-01-01T00:00:00.000000Z,https://letterboxd.com/sverlaan/films/diary/page/1/,1
sverlaan,1132604116,its-a-wonderful-life,It's a Wonderful Life,False,4.5,True,False,2026-01-01T00:00:00.000000Z,https://letterboxd.com/sverlaan/films/diary/page/1/,1
sverlaan,1132308027,love-actually,Love Actually,True,3.5,False,False,2025-12-27T00:00:00.000000Z,https://letterboxd.com/sverlaan/films/diary/page/1/,1
sverlaan,1132307060,save-the-green-planet,Save the Green Planet!,False,3.0,False,False,2025-12-22T00:00:00.000000Z,https://letterboxd.com/sverlaan/films/diary/page/1/,1
sverlaan,1113178028,blue-moon-2025,Blue Moon,False,3.5,False,False,2025-12-20T00:00:00.000000Z,https://letterboxd.com/sverlaan/films/diary/page/1/,1
sverlaan,1111755557,jay-kelly,Jay Kelly,False,4.0,True,False,2025-12-18T00:00:00.000000Z,https://letterboxd.com/sverlaan/films/diary/page/1/,1
sverlaan,1105335205,die-my-love,Die My Love,False,2.0,False,True,2025-12-15T00:00:00.000000Z,https://letterboxd.com/sverlaan/films/diary/page/1/,1
sverlaan,1105325443,angels-egg,Angel's Egg,False,4.0,False,False,2025-12-14T00:00:00.000000Z,https://letterboxd.com/sverlaan/films/diary/page/1/,1
sverlaan,1104060881,moana-2016,Moana,False,4.0,True,False,2025-12-12T00:00:00.000000Z,https://letterboxd.com/sverlaan/films/diary/page/1/,1
sverlaan,1102211638,kpop-demon-hunters,KPop Demon Hunters,False,3.0,False,False,2025-12-10T00:00:00.000000Z,https://letterboxd.com/sverlaan/films/diary/page/1/,1
sverlaan,1097760800,game-night,Game Night,False,4.0,True,False,2025-12-08T00:00:00.000000Z,https://letterboxd.com/sverlaan/films/diary/page/1/,1
sverlaan,1097752270,piper,Piper,False,4.0,False,False,2025-12-08T00:00:00.000000Z,https://letterboxd.com/sverlaan/films/diary/page/2/,2
sverlaan,1095986848,zootopia-2,Zootopia 2,False,3.5,False,False,2025-12-07T00:00:00.000000Z,https://letterboxd.com/sverlaan/films/diary/page/2/,2
sverlaan,1094147566,zootopia,Zootopia,False,4.0,True,False,2025-12-05T00:00:00.000000Z,https://letterboxd.com/sverlaan/films/diary/page/2/,2
sverlaan,1092522787,bring-her-back,Bring Her Back,False,3.0,False,False,2025-12-03T00:00:00.000000Z,https://letterboxd.com/sverlaan/films/diary/page/2/,2
sverlaan,1089725134,good-will-hunting,Good Will Hunting,True,4.5,True,False,2025-11-30T00:00:00.000000Z,https://letterboxd.com/sverlaan/films/diary/page/2/,2
sverlaan,1086610324,wicked-for-good,Wicked: For Good,False,2.5,False,False,2025-11-27T00:00:00.000000Z,https://letterboxd.com/sverlaan/films/diary/page/2/,2
sverlaan,1082693891,the-nightmare-before-christmas,The Nightmare Before Christmas,False,3.0,False,False,2025-11-23T00:00:00.000000Z,https://letterboxd.com/sverlaan/films/diary/page/2/,2
sverlaan,1080042573,wicked-2024,Wicked,True,4.0,True,False,2025-11-18T00:00:00.000000Z,https://letterboxd.com/sverlaan/films/diary/page/2/,2
sverlaan,1064055408,election,Election,True,4.5,True,True,2025-11-05T00:00:00.000000Z,https://letterboxd.com/sverlaan/films/diary/page/2/,2
sverlaan,1061245620,youve-got-mail,You've Got Mail,False,3.5,False,True,2025-11-02T00:00:00.000000Z,https://letterboxd.com/sverlaan/films/diary/page/2/,2
sverlaan,1060922054,bugonia,Bugonia,False,4.5,True,False,2025-11-02T00:00:00.000000Z,https://letterboxd.com/sverlaan/films/diary/page/2/,2
sverlaan,1047770960,october-sky,October Sky,False,3.0,False,False,2025-10-20T00:00:00.000000Z,https://letterboxd.com/sverlaan/films/diary/page/2/,2
sverlaan,1045548811,autumn-in-new-york,Autumn in New York,False,1.0,False,True,2025-10-18T00:00:00.000000Z,https://letterboxd.com/sverlaan/films/diary/page/2/,2
sverlaan,1035852292,steve-jobs,Steve Jobs,False,3.5,False,False,2025-10-08T00:00:00.000000Z,https://letterboxd.com/sverlaan/films/diary/page/2/,2
sverlaan,1028199858,when-harry-met-sally,When Harry Met Sally...,False,4.5,True,True,2025-09-29T00:00:00.000000Z,https://letterboxd.com/sverlaan/films/diary/page/2/,2
sverlaan,1026494096,one-battle-after-another,One Battle After Another,False,4.0,False,True,2025-09-28T00:00:00.000000Z,https://letterboxd.com/sverlaan/films/diary/page/2/,2
sverlaan,1020395004,interstellar,Interstellar,True,5.0,True,True,2025-09-21T00:00:00.000000Z,https://letterboxd.com/sverlaan/films/diary/page/2/,2
sverlaan,1018915339,the-parent-trap-1998,The Parent Trap,False,4.0,True,False,2025-09-19T00:00:00.000000Z,https://letterboxd.com/sverlaan/films/diary/page/2/,2
sverlaan,1010068760,autumn-sonata,Autumn Sonata,False,4.0,False,False,2025-09-09T00:00:00.000000Z,https://letterboxd.com/sverlaan/films/diary/page/2/,2
sverlaan,1003380232,weapons-2025,Weapons,False,3.5,False,False,2025-08-30T00:00:00.000000Z,https://letterboxd.com/sverlaan/films/diary/page/2/,2
sverlaan,1003380079,barbarian-2022,Barbarian,True,4.0,True,False,2025-08-26T00:00:00.000000Z,https://letterboxd.com/sverlaan/films/diary/page/2/,2
sverlaan,994139110,princess-mononoke,Princess Mononoke,True,4.5,True,False,2025-08-24T00:00:00.000000Z,https://letterboxd.com/sverlaan/films/diary/page/2/,2
sverlaan,991718830,the-twilight-saga-breaking-dawn-part-2,The Twilight Saga: Breaking Dawn – Part 2,False,3.0,True,True,2025-08-22T00:00:00.000000Z,https://letterboxd.com/sverlaan/films/diary/page/2/,2
sverlaan,991718428,the-twilight-saga-breaking-dawn-part-1,The Twilight Saga: Breaking Dawn – Part 1,False,2.0,False,False,2025-08-18T00:00:00.000000Z,https://letterboxd.com/sverlaan/films/diary/page/2/,2
sverlaan,978461634,a-history-of-violence,A History of Violence,False,4.0,True,False,2025-08-09T00:00:00.000000Z,https://letterboxd.com/sverlaan/films/diary/page/2/,2
sverlaan,974151382,the-twilight-saga-eclipse,The Twilight Saga: Eclipse,False,2.5,False,True,2025-08-06T00:00:00.000000Z,https://letterboxd.com/sverlaan/films/diary/page/2/,2
sverlaan,972769488,beau,Beau,False,,False,False,2025-08-05T00:00:00.000000Z,https://letterboxd.com/sverlaan/films/diary/page/2/,2
sverlaan,972769543,the-strange-thing-about-the-johnsons,The Strange Thing About the Johnsons,False,,False,False,2025-08-04T00:00:00.000000Z,https://letterboxd.com/sverlaan/films/diary/page/2/,2
sverlaan,958360419,eddington,Eddington,False,4.5,True,True,2025-07-23T00:00:00.000000Z,https://letterboxd.com/sverlaan/films/diary/page/2/,2
sverlaan,952553415,the-twilight-saga-new-moon,The Twilight Saga: New Moon,False,2.0,False,True,2025-07-19T00:00:00.000000Z,https://letterboxd.com/sverlaan/films/diary/page/2/,2
sverlaan,948248693,quiz-show,Quiz Show,False,4.5,True,False,2025-07-15T00:00:00.000000Z,https://letterboxd.com/sverlaan/films/diary/page/2/,2
sverlaan,945711234,f1,F1,False,3.0,False,False,2025-07-13T00:00:00.000000Z,https://letterboxd.com/sverlaan/films/diary/page/2/,2
sverlaan,944136796,crazy-stupid-love,"Crazy, Stupid, Love.",True,5.0,True,True,2025-07-11T00:00:00.000000Z,https://letterboxd.com/sverlaan/films/diary/page/2/,2
sverlaan,952550892,twilight-2008,Twilight,False,3.0,False,False,2025-07-07T00:00:00.000000Z,https://letterboxd.com/sverlaan/films/diary/page/2/,2
sverlaan,937686219,rushmore,Rushmore,False,3.5,False,False,2025-07-06T00:00:00.000000Z,https://letterboxd.com/sverlaan/films/diary/page/2/,2
sverlaan,934087942,the-worst-person-in-the-world,The Worst Person in the World,True,4.5,True,False,2025-07-02T00:00:00.000000Z,https://letterboxd.com/sverlaan/films/diary/page/2/,2
sverlaan,927992341,materialists,Materialists,False,3.0,False,True,2025-06-25T00:00:00.000000Z,https://letterboxd.com/sverlaan/films/diary/page/2/,2
sverlaan,904331804,the-hunger-games-the-ballad-of-songbirds-snakes,The Hunger Games: The Ballad of Songbirds & Snakes,True,4.5,True,True,2025-05-29T00:00:00.000000Z,https://letterboxd.com/sverlaan/films/diary/page/2/,2
sverlaan,904327314,up,Up,True,4.0,True,False,2025-05-20T00:00:00.000000Z,https://letterboxd.com/sverlaan/films/diary/page/2/,2
sverlaan,889111527,love-rosie,"Love, Rosie",True,5.0,True,True,2025-05-15T00:00:00.000000Z,https://letterboxd.com/sverlaan/films/diary/page/2/,2
sverlaan,885928593,gone-girl,Gone Girl,True,4.0,True,False,2025-05-10T00:00:00.000000Z,https://letterboxd.com/sverlaan/films/diary/page/2/,2
sverlaan,880745989,warfare,Warfare,False,3.5,False,False,2025-05-04T00:00:00.000000Z,https://letterboxd.com/sverlaan/films/diary/page/2/,2
sverlaan,880745905,beau-is-afraid,Beau Is Afraid,True,5.0,True,True,2025-05-01T00:00:00.000000Z,https://letterboxd.com/sverlaan/films/diary/page/2/,2
sverlaan,875650465,top-gun,Top Gun,True,3.5,False,False,2025-04-29T00:00:00.000000Z,https://letterboxd.com/sverlaan/films/diary/page/2/,2
sverlaan,874776420,the-fallout,The Fallout,False,4.5,True,False,2025-04-25T00:00:00.000000Z,https://letterboxd.com/sverlaan/films/diary/page/2/,2
sverlaan,868403522,jackie-brown,Jackie Brown,False,2.5,False,True,2025-04-19T00:00:00.000000Z,https://letterboxd.com/sverlaan/films/diary/page/2/,2
sverlaan,867229375,top-gun-maverick,Top Gun: Maverick,True,4.0,False,True,2025-04-19T00:00:00.000000Z,https://letterboxd.com/sverlaan/films/diary/page/2/,2
sverlaan,866316184,black-mirror-bete-noire,Black Mirror: Bête Noire,False,3.5,False,False,2025-04-19T00:00:00.000000Z,https://letterboxd.com/sverlaan/films/diary/page/2/,2
sverlaan,868859506,a-minecraft-movie,A Minecraft Movie,False,2.0,False,False,2025-04-18T00:00:00.000000Z,https://letterboxd.com/sverlaan/films/diary/page/2/,2
sverlaan,866316806,adolescence-2025,Adolescence,False,4.5,True,False,2025-04-15T00:00:00.000000Z,https://letterboxd.com/sverlaan/films/diary/page/2/,2
sverlaan,854413801,im-not-a-robot-2023,I'm Not a Robot,False,4.0,False,False,2025-04-05T00:00:00.000000Z,https://letterboxd.com/sverlaan/films/diary/page/3/,3
sverlaan,852593942,oppenheimer-2023,Oppenheimer,True,5.0,True,False,2025-04-02T00:00:00.000000Z,https://letterboxd.com/sverlaan/films/diary/page/3/,3
sverlaan,848600511,brighter-days-ahead,Brighter Days Ahead,False,2.5,False,True,2025-03-29T00:00:00.000000Z,https://letterboxd.com/sverlaan/films/diary/page/3/,3
sverlaan,844903721,im-still-here-2024,I'm Still Here,False,4.5,True,False,2025-03-23T00:00:00.000000Z,https://letterboxd.com/sverlaan/films/diary/page/3/,3
sverlaan,841315968,normal-people-2020,Normal People,False,5.0,True,True,2025-03-19T00:00:00.000000Z,https://letterboxd.com/sverlaan/films/diary/page/3/,3
sverlaan,839888336,dear-zachary-a-letter-to-a-son-about-his-father,Dear Zachary: A Letter to a Son About His Father,False,4.5,True,True,2025-03-18T00:00:00.000000Z,https://letterboxd.com/sverlaan/films/diary/page/3/,3
sverlaan,839702679,2001-a-space-odyssey,2001: A Space Odyssey,True,5.0,True,True,2025-03-17T00:00:00.000000Z,https://letterboxd.com/sverlaan/films/diary/page/3/,3
sverlaan,834417655,dr-strangelove-or-how-i-learned-to-stop-worrying-and-love-the-bomb,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,True,4.0,True,True,2025-03-11T00:00:00.000000Z,https://letterboxd.com/sverlaan/films/diary/page/3/,3
sverlaan,833476027,flow-2024,Flow,False,4.5,True,True,2025-03-10T00:00:00.000000Z,https://letterboxd.com/sverlaan/films/diary/page/3/,3
sverlaan,831354547,force-majeure-2014,Force Majeure,False,4.5,True,True,2025-03-09T00:00:00.000000Z,https://letterboxd.com/sverlaan/films/diary/page/3/,3
sverlaan,831182280,inception,Inception,True,5.0,True,False,2025-03-08T00:00:00.000000Z,https://letterboxd.com/sverlaan/films/diary/page/3/,3
sverlaan,821792279,oslo-august-31st,"Oslo, August 31st",False,4.5,True,True,2025-02-26T00:00:00.000000Z,https://letterboxd.com/sverlaan/films/diary/page/3/,3
sverlaan,820981421,pulp-fiction,Pulp Fiction,True,4.0,True,True,2025-02-25T00:00:00.000000Z,https://letterboxd.com/sverlaan/films/diary/page/3/,3
sverlaan,817214200,love-death-robots-bad-travelling,"Love, Death & Robots: Bad Travelling",False,4.0,False,False,2025-02-22T00:00:00.000000Z,https://letterboxd.com/sverlaan/films/diary/page/3/,3
sverlaan,813904414,the-souvenir,The Souvenir,False,3.5,False,False,2025-02-18T00:00:00.000000Z,https://letterboxd.com/sverlaan/films/diary/page/3/,3
sverlaan,811872849,room-2015,Room,False,3.5,False,False,2025-02-16T00:00:00.000000Z,https://letterboxd.com/sverlaan/films/diary/page/3/,3
sverlaan,810445426,free-solo,Free Solo,True,4.5,True,True,2025-02-15T00:00:00.000000Z,https://letterboxd.com/sverlaan/films/diary/page/3/,3
sverlaan,808574757,eternal-sunshine-of-the-spotless-mind,Eternal Sunshine of the Spotless Mind,True,5.0,True,True,2025-02-12T00:00:00.000000Z,https://letterboxd.com/sverlaan/films/diary/page/3/,3
sverlaan,808572306,free-solo,Free Solo,False,4.0,True,False,2025-02-12T00:00:00.000000Z,https://letterboxd.com/sverlaan/films/diary/page/3/,3
sverlaan,807007717,the-descent,The Descent,False,3.0,False,True,2025-02-11T00:00:00.000000Z,https://letterboxd.com/sverlaan/films/diary/page/3/,3
sverlaan,806597831,lady-vengeance,Lady Vengeance,False,4.5,True,True,2025-02-10T00:00:00.000000Z,https://letterboxd.com/sverlaan/films/diary/page/3/,3
sverlaan,802487069,companion-2025,Companion,False,3.0,False,True,2025-02-06T00:00:00.000000Z,https://letterboxd.com/sverlaan/films/diary/page/3/,3
sverlaan,794447625,se7en,Se7en,True,5.0,True,True,2025-01-29T00:00:00.000000Z,https://letterboxd.com/sverlaan/films/diary/page/3/,3
sverlaan,791811399,emilia-perez,Emilia Pérez,False,2.5,False,False,2025-01-25T00:00:00.000000Z,https://letterboxd.com/sverlaan/films/diary/page/3/,3
sverlaan,785886599,goudappels,Goudappels,False,3.0,False,True,2025-01-22T00:00:00.000000Z,https://letterboxd.com/sverlaan/films/diary/page/3/,3
sverlaan,780577910,wicked-2024,Wicked,True,4.0,True,True,2025-01-17T00:00:00.000000Z,https://letterboxd.com/sverlaan/films/diary/page/3/,3
sverlaan,780018472,a-real-pain,A Real Pain,False,5.0,True,True,2025-01-17T00:00:00.000000Z,https://letterboxd.com/sverlaan/films/diary/page/3/,3
sverlaan,778869540,babygirl-2024,Babygirl,False,3.5,False,False,2025-01-15T00:00:00.000000Z,https://letterboxd.com/sverlaan/films/diary/page/3/,3
sverlaan,772892591,tummy-tom-2-a-new-friend-for-tummy-tom,Tummy Tom 2: A New Friend for Tummy Tom,False,4.0,True,True,2025-01-11T00:00:00.000000Z,https://letterboxd.com/sverlaan/films/diary/page/3/,3
sverlaan,770146699,a-matter-of-loaf-and-death,A Matter of Loaf and Death,False,3.5,False,False,2025-01-10T00:00:00.000000Z,https://letterboxd.com/sverlaan/films/diary/page/3/,3
sverlaan,769347641,a-close-shave-1995,A Close Shave,False,4.5,True,False,2025-01-09T00:00:00.000000Z,https://letterboxd.com/sverlaan/films/diary/page/3/,3
sverlaan,768756899,a-grand-day-out,A Grand Day Out,False,4.0,True,True,2025-01-09T00:00:00.000000Z,https://letterboxd.com/sverlaan/films/diary/page/3/,3
sverlaan,767399144,august-in-the-water,August in the Water,False,4.5,True,True,2025-01-07T00:00:00.000000Z,https://letterboxd.com/sverlaan/films/diary/page/3/,3
sverlaan,764813506,the-wizard-of-oz-1939,The Wizard of Oz,False,3.0,False,True,2025-01-06T00:00:00.000000Z,https://letterboxd.com/sverlaan/films/diary/page/3/,3
sverlaan,759770168,nosferatu-2024,Nosferatu,False,3.5,False,True,2025-01-02T00:00:00.000000Z,https://letterboxd.com/sverlaan/films/diary/page/3/,3
sverlaan,757230254,the-chronicles-of-narnia-the-lion-the-witch-and-the-wardrobe,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",True,4.0,True,False,2025-01-01T00:00:00.000000Z,https://letterboxd.com/sverlaan/films/diary/page/3/,3
sverlaan,755894659,the-holdovers,The Holdovers,True,5.0,True,True,2024-12-31T00:00:00.000000Z,https://letterboxd.com/sverlaan/films/diary/page/3/,3
sverlaan,753058898,searching-2018,Searching,False,3.5,False,True,2024-12-29T00:00:00.000000Z,https://letterboxd.com/sverlaan/films/diary/page/3/,3
sverlaan,750582656,mufasa-the-lion-king,Mufasa: The Lion King,False,3.0,False,False,2024-12-27T00:00:00.000000Z,https://letterboxd.com/sverlaan/films/diary/page/3/,3
sverlaan,750125277,love-actually,Love Actually,True,4.0,True,True,2024-12-26T00:00:00.000000Z,https://letterboxd.com/sverlaan/films/diary/page/3/,3
sverlaan,744708048,licorice-pizza,Licorice Pizza,True,4.5,True,True,2024-12-22T00:00:00.000000Z,https://letterboxd.com/sverlaan/films/diary/page/3/,3
sverlaan,742779257,beef-2023,BEEF,True,5.0,True,False,2024-12-20T00:00:00.000000Z,https://letterboxd.com/sverlaan/films/diary/page/3/,3
sverlaan,740402184,run-lola-run,Run Lola Run,False,4.5,True,True,2024-12-17T00:00:00.000000Z,https://letterboxd.com/sverlaan/films/diary/page/3/,3
sverlaan,739599561,the-evil-dead,The Evil Dead,False,2.0,False,True,2024-12-16T00:00:00.000000Z,https://letterboxd.com/sverlaan/films/diary/page/3/,3
sverlaan,739260089,the-book-of-life-2014,The Book of Life,False,3.0,False,False,2024-12-14T00:00:00.000000Z,https://letterboxd.com/sverlaan/films/diary/page/3/,3
sverlaan,737852142,wicked-2024,Wicked,False,3.5,False,True,2024-12-14T00:00:00.000000Z,https://letterboxd.com/sverlaan/films/diary/page/3/,3
sverlaan,735373854,the-shop-around-the-corner,The Shop Around the Corner,False,4.0,True,False,2024-12-11T00:00:00.000000Z,https://letterboxd.com/sverlaan/films/diary/page/3/,3
sverlaan,732600867,gladiator-ii,Gladiator II,False,2.0,False,True,2024-12-07T00:00:00.000000Z,https://letterboxd.com/sverlaan/films/diary/page/3/,3
sverlaan,731766224,anora,Anora,True,5.0,True,True,2024-12-06T00:00:00.000000Z,https://letterboxd.com/sverlaan/films/diary/page/3/,3
sverlaan,719702899,cinema-paradiso,Cinema Paradiso,False,4.0,True,True,2024-11-19T00:00:00.000000Z,https://letterboxd.com/sverlaan/films/diary/page/3/,3
sverlaan,719080124,shrek,Shrek,False,3.5,True,True,2024-11-18T00:00:00.000000Z,https://letterboxd.com/sverlaan/films/diary/page/4/,4
sverlaan,718362846,before-midnight,Before Midnight,True,5.0,True,True,2024-11-17T00:00:00.000000Z,https://letterboxd.com/sverlaan/films/diary/page/4/,4
sverlaan,714190093,clueless,Clueless,False,3.5,False,False,2024-11-12T00:00:00.000000Z,https://letterboxd.com/sverlaan/films/diary/page/4/,4
sverlaan,710273804,anora,Anora,False,5.0,True,True,2024-11-06T00:00:00.000000Z,https://letterboxd.com/sverlaan/films/diary/page/4/,4
sverlaan,703569281,one-day-2024,One Day,False,5.0,True,True,2024-10-29T00:00:00.000000Z,https://letterboxd.com/sverlaan/films/diary/page/4/,4
sverlaan,700867476,the-wild-robot,The Wild Robot,False,3.5,False,False,2024-10-25T00:00:00.000000Z,https://letterboxd.com/sverlaan/films/diary/page/4/,4
sverlaan,693321697,the-substance,The Substance,False,3.0,False,True,2024-10-15T00:00:00.000000Z,https://letterboxd.com/sverlaan/films/diary/page/4/,4
sverlaan,691113619,harry-potter-and-the-chamber-of-secrets,Harry Potter and the Chamber of Secrets,True,4.5,True,False,2024-10-12T00:00:00.000000Z,https://letterboxd.com/sverlaan/films/diary/page/4/,4
sverlaan,688917251,mona-lisa-smile,Mona Lisa Smile,False,3.0,False,False,2024-10-10T00:00:00.000000Z,https://letterboxd.com/sverlaan/films/diary/page/4/,4
sverlaan,688411912,civil-war-2024,Civil War,False,4.0,True,True,2024-10-09T00:00:00.000000Z,https://letterboxd.com/sverlaan/films/diary/page/4/,4
sverlaan,687084586,black-narcissus,Black Narcissus,True,4.0,True,True,2024-10-07T00:00:00.000000Z,https://letterboxd.com/sverlaan/films/diary/page/4/,4
sverlaan,685455851,la-la-land,La La Land,True,5.0,True,True,2024-10-05T00:00:00.000000Z,https://letterboxd.com/sverlaan/films/diary/page/4/,4
sverlaan,679296563,the-wolf-house,The Wolf House,False,4.0,True,False,2024-09-26T00:00:00.000000Z,https://letterboxd.com/sverlaan/films/diary/page/4/,4
sverlaan,677638949,it-ends-with-us,It Ends with Us,False,2.0,False,True,2024-09-23T00:00:00.000000Z,https://letterboxd.com/sverlaan/films/diary/page/4/,4
sverlaan,674828312,the-red-shoes,The Red Shoes,True,5.0,True,False,2024-09-19T00:00:00.000000Z,https://letterboxd.com/sverlaan/films/diary/page/4/,4
sverlaan,674562404,loving-vincent,Loving Vincent,False,4.0,True,False,2024-09-18T00:00:00.000000Z,https://letterboxd.com/sverlaan/films/diary/page/4/,4
